service,field_name,type,is_enum,possible_values,values_source,operators,dependency_index_entity,in_direct_vars
eip,OptInStatus,string,Yes,"opt-in-not-required, opted-in, not-opted-in",direct_vars,"equals, not_equals, in, not_in",ec2.availability_zon_opt_in_status,Yes
eip,OriginalVolumeType,string,Yes,"standard, io1, io2, gp2, sc1, st1, gp3",direct_vars,"equals, not_equals, in, not_in",ec2.volumes_modification_original_volume_type,Yes
eip,OutputFormat,string,Yes,"csv, parquet",direct_vars,"equals, not_equals, contains, in",ec2.capacity_manager_data_export_output_format,Yes
eip,OverlapStatus,string,Yes,"overlapping, nonoverlapping, ignored",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.ipam_resource_cidr_overlap_status,Yes
eip,PayerResponsibility,string,Yes,ServiceOwner,direct_vars,"equals, not_equals, contains, in",ec2.service_configuration_payer_responsibility,Yes
eip,PaymentOption,string,Yes,"AllUpfront, PartialUpfront, NoUpfront",direct_vars,"equals, not_equals, contains, in",ec2.offering_set_payment_option,Yes
eip,Period,string,Yes,"five-minutes, fifteen-minutes, one-hour, three-hours, one-day, one-week",direct_vars,"equals, not_equals, contains, in",ec2.subscription_period,Yes
eip,Permission,string,Yes,"INSTANCE-ATTACH, EIP-ASSOCIATE",direct_vars,"equals, not_equals, contains, in",ec2.network_interface_permission_permission,Yes
eip,PersistRoutesState,string,Yes,"enabling, enabled, resetting, disabling, disabled, modifying",direct_vars,"equals, not_equals, in, not_in",ec2.route_server_persist_routes_state,Yes
eip,PhcSupport,string,Yes,"unsupported, supported",direct_vars,"equals, not_equals, contains, in",ec2.instance_typ_phc_support,Yes
eip,Platform,string,Yes,Windows,direct_vars,"contains, equals, not_equals",ec2.imag_platform,Yes
eip,PrincipalType,string,Yes,"All, Service, OrganizationUnit, Account, User, Role",direct_vars,"equals, not_equals, contains, in",ec2.allowed_principal_principal_type,Yes
eip,ProductCodeType,string,Yes,"devpay, marketplace",direct_vars,"equals, not_equals, contains, in",ec2.product_cod_product_code_type,Yes
eip,ProductDescription,string,Yes,"Linux/UNIX, Linux/UNIX (Amazon VPC), Windows, Windows (Amazon VPC)",direct_vars,"equals, not_equals, contains, in",ec2.reserved_instanc_product_description,Yes
eip,Protocol,string,Yes,"tcp, udp",direct_vars,"equals, not_equals, contains, in",ec2.network_insights_path_protocol,Yes
eip,ProvisioningStatus,string,Yes,"available, pending, failed",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.active_vpn_tunnel_statu_provisioning_status,Yes
eip,PublicIpSource,string,Yes,"amazon, byoip",direct_vars,"equals, not_equals, contains, in",ec2.ipam_pool_public_ip_source,Yes
eip,RebootMigrationSupport,string,Yes,"unsupported, supported",direct_vars,"equals, not_equals, contains, in",ec2.instance_typ_reboot_migration_support,Yes
eip,ReservationEndDateType,string,Yes,"limited, unlimited",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.metric_dimension_result_reservation_end_date_type,Yes
eip,ReservationState,string,Yes,"active, expired, cancelled, scheduled, pending, failed, delayed, unsupported, payment-pending, payment-failed, retired",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.metric_dimension_result_reservation_state,Yes
eip,ReservationType,string,Yes,"default, capacity-block",direct_vars,"equals, not_equals, in, not_in",ec2.capacity_reservation_reservation_type,Yes
eip,ResourceComplianceStatus,string,Yes,"compliant, noncompliant, unmanaged, ignored",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.history_record_resource_compliance_status,Yes
eip,ResourceDiscoveryStatus,string,Yes,"active, not-found",direct_vars,"equals, not_equals, in, not_in",ec2.ipam_resource_discovery_association_resource_discovery_status,Yes
eip,ResourceOverlapStatus,string,Yes,"overlapping, nonoverlapping, ignored",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.history_record_resource_overlap_status,Yes
eip,RootDeviceType,string,Yes,"ebs, instance-store",direct_vars,"equals, not_equals, in, not_in",ec2.imag_root_device_type,Yes
eip,RouteStatus,string,Yes,"in-rib, in-fib",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",ec2.rout_route_status,Yes
eip,RuleAction,string,Yes,"accept, reject",direct_vars,"equals, not_equals, contains, in",ec2.traffic_mirror_filter_rul_rule_action,Yes
eip,RuleType,string,Yes,"static-cidr, ipam-resource-cidr, ipam-pool-cidr",direct_vars,"equals, not_equals, contains, in",ec2.rul_rule_type,Yes
eip,Schedule,string,Yes,hourly,direct_vars,"equals, not_equals, contains, in",ec2.capacity_manager_data_export_schedule,Yes
eip,Scope,string,Yes,"Availability Zone, Region",direct_vars,"equals, not_equals, contains, in",ec2.reserved_instanc_scope,Yes
eip,Service,string,Yes,"nat-gateway, database-migration-service, redshift, elastic-container-service, relational-database-service, site-to-site-vpn, load-balancer, global-accelerator, cloudfront, other",direct_vars,"equals, not_equals, contains, in",ec2.ipam_discovered_public_address_service,Yes
eip,ServiceManaged,string,Yes,"alb, nlb, rnat, rds",direct_vars,"equals, not_equals, contains, in",ec2.address_service_managed,Yes
eip,ServiceState,string,Yes,"Pending, Available, Deleting, Deleted, Failed",direct_vars,"equals, not_equals, in, not_in",ec2.service_configuration_service_state,Yes
eip,SpotFleetRequestState,string,Yes,"submitted, active, cancelled, failed, cancelled_running, cancelled_terminating, modifying",direct_vars,"equals, not_equals, in, not_in",ec2.spot_fleet_request_config_spot_fleet_request_state,Yes
eip,SpreadLevel,string,Yes,"host, rack",direct_vars,"equals, not_equals, in, not_in",ec2.placement_group_spread_level,Yes
eip,SqlServerLicenseUsage,string,Yes,"full, waived",direct_vars,"equals, not_equals, contains, in",ec2.instanc_sql_server_license_usage,Yes
eip,SseType,string,Yes,"sse-ebs, sse-kms, none",direct_vars,"contains, equals, not_equals",ec2.snapshot_sse_type,Yes
eip,Statistic,string,Yes,p50,direct_vars,"equals, not_equals, contains, in",ec2.subscription_statistic,Yes
eip,Status,string,Yes,"running, cancelled, complete, error",direct_vars,"contains, equals, not_equals",ec2.client_vpn_endpoint_status,Yes
eip,StorageTier,string,Yes,"archive, standard",direct_vars,"equals, not_equals, contains, in",ec2.snapshot_tier_status_storage_tier,Yes
eip,Strategy,string,Yes,"cluster, spread, partition",direct_vars,"equals, not_equals, contains, in",ec2.placement_group_strategy,Yes
eip,TargetVolumeType,string,Yes,"standard, io1, io2, gp2, sc1, st1, gp3",direct_vars,"equals, not_equals, in, not_in",ec2.volumes_modification_target_volume_type,Yes
eip,TaskState,string,Yes,"successful, failed, in-progress, pending",direct_vars,"equals, not_equals, in, not_in",ec2.mac_modification_task_task_state,Yes
eip,TaskType,string,Yes,"sip-modification, volume-ownership-delegation",direct_vars,"equals, not_equals, in, not_in",ec2.mac_modification_task_task_type,Yes
eip,Tenancy,string,Yes,default,direct_vars,"equals, not_equals, contains, in",ec2.capacity_reservation_fleet_tenancy,Yes
eip,Tier,string,Yes,"free, advanced",direct_vars,"equals, not_equals, contains, in",ec2.ipam_tier,Yes
eip,TpmSupport,string,Yes,v2.0,direct_vars,"equals, not_equals, contains, in",ec2.imag_tpm_support,Yes
eip,TrafficDirection,string,Yes,"ingress, egress",direct_vars,"equals, not_equals, contains, in",ec2.traffic_mirror_filter_rul_traffic_direction,Yes
eip,TrafficIpAddressType,string,Yes,"ipv4, ipv6, dual-stack",direct_vars,"equals, not_equals, in, not_in",ec2.client_vpn_endpoint_traffic_ip_address_type,Yes
eip,TrafficType,string,Yes,"ACCEPT, REJECT, ALL",direct_vars,"equals, not_equals, in, not_in",ec2.flow_log_traffic_type,Yes
eip,TransferType,string,Yes,"time-based, standard",direct_vars,"equals, not_equals, in, not_in",ec2.snapshot_transfer_type,Yes
eip,TransportProtocol,string,Yes,"tcp, udp",direct_vars,"equals, not_equals, contains, in",ec2.client_vpn_endpoint_transport_protocol,Yes
eip,TrustProviderType,string,Yes,"user, device",direct_vars,"equals, exists, in, not_equals",ec2.verified_access_trust_provider_trust_provider_type,Yes
eip,UserTrustProviderType,string,Yes,"iam-identity-center, oidc",direct_vars,"equals, exists, in, not_equals",ec2.verified_access_trust_provider_user_trust_provider_type,Yes
eip,VirtualizationType,string,Yes,"hvm, paravirtual",direct_vars,"equals, not_equals, in, not_in",ec2.imag_virtualization_type,Yes
eip,VolumeType,string,Yes,"standard, io1, io2, gp2, sc1, st1, gp3",direct_vars,"contains, equals, not_equals",ec2.volum_volume_type,Yes
eip,VpcEndpointState,string,Yes,"PendingAcceptance, Pending, Available, Deleting, Deleted, Rejected, Failed, Expired, Partial",direct_vars,"equals, not_equals, in, not_in",ec2.vpc_endpoint_connection_vpc_endpoint_state,Yes
eip,VpcEndpointType,string,Yes,"Interface, Gateway, GatewayLoadBalancer, Resource, ServiceNetwork",direct_vars,"equals, not_equals, in, not_in",ec2.vpc_endpoint_vpc_endpoint_type,Yes
eip,VpnProtocol,string,Yes,openvpn,direct_vars,"equals, not_equals, contains, in",ec2.client_vpn_endpoint_vpn_protocol,Yes
eks,amiType,string,Yes,"AL2_x86_64, AL2_x86_64_GPU, AL2_ARM_64, CUSTOM, BOTTLEROCKET_ARM_64, BOTTLEROCKET_x86_64, BOTTLEROCKET_ARM_64_FIPS, BOTTLEROCKET_x86_64_FIPS, BOTTLEROCKET_ARM_64_NVIDIA, BOTTLEROCKET_x86_64_NVIDIA, WINDOWS_CORE_2019_x86_64, WINDOWS_FULL_2019_x86_64, WINDOWS_CORE_2022_x86_64, WINDOWS_FULL_2022_x86_64, AL2023_x86_64_STANDARD, AL2023_ARM_64_STANDARD, AL2023_x86_64_NEURON, AL2023_x86_64_NVIDIA, AL2023_ARM_64_NVIDIA",direct_vars,"equals, not_equals, contains, in",eks.nodegroup_ami_type,Yes
eks,capacityType,string,Yes,"ON_DEMAND, SPOT, CAPACITY_BLOCK",direct_vars,"equals, not_equals, contains, in",eks.nodegroup_capacity_type,Yes
eks,category,string,Yes,"UPGRADE_READINESS, MISCONFIGURATION",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",eks.insight_category,Yes
eks,categorySpecificSummary,string,Yes,"MISCONFIGURATION, UPGRADE_READINESS",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",eks.insight_category_specific_summary,Yes
eks,clusterType,string,Yes,"AccessConfigUpdate, AddonUpdate, AssociateEncryptionConfig, AssociateIdentityProviderConfig, AutoModeUpdate, ConfigUpdate, ControlPlaneScalingConfigUpdate, DeletionProtectionUpdate, DisassociateIdentityProviderConfig, EndpointAccessUpdate, LoggingUpdate, RemoteNetworkConfigUpdate, UpgradePolicyUpdate, VersionUpdate, VpcConfigUpdate, ZonalShiftConfigUpdate",boto3_deps,"equals, not_equals, in, not_in",eks.cluster_version_cluster_type,Yes
eks,insightStatus,string,Yes,"ACTIVE, COMPLETED, CREATE_FAILED, CREATING, Cancelled, DEGRADED, DELETE_FAILED, DELETING, FAILED, Failed, IN_PROGRESS, InProgress, PENDING, Successful, UPDATE_FAILED, UPDATING, extended-support, standard-support, unsupported",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",eks.insight_insight_status,Yes
eks,instanceTypes,string,Yes,"AccessConfigUpdate, AddonUpdate, AssociateEncryptionConfig, AssociateIdentityProviderConfig, AutoModeUpdate, ConfigUpdate, ControlPlaneScalingConfigUpdate, DeletionProtectionUpdate, DisassociateIdentityProviderConfig, EndpointAccessUpdate, LoggingUpdate, RemoteNetworkConfigUpdate, UpgradePolicyUpdate, VersionUpdate, VpcConfigUpdate, ZonalShiftConfigUpdate",boto3_deps,"equals, not_equals, contains, in",eks.nodegroup_instance_types,Yes
eks,licenseType,string,Yes,Cluster,direct_vars,"equals, not_equals, in, not_in",eks.subscription_license_type,Yes
eks,status,string,Yes,"unsupported, standard-support, extended-support",direct_vars,"equals, in, not_equals",eks.cluster_version_status,Yes
eks,type,string,Yes,"AL2023_ARM_64_NVIDIA, AL2023_ARM_64_STANDARD, AL2023_x86_64_NEURON, AL2023_x86_64_NVIDIA, AL2023_x86_64_STANDARD, AL2_ARM_64, AL2_x86_64, AL2_x86_64_GPU, AccessConfigUpdate, AddonUpdate, AssociateEncryptionConfig, AssociateIdentityProviderConfig, AutoModeUpdate, BOTTLEROCKET_ARM_64, BOTTLEROCKET_ARM_64_FIPS, BOTTLEROCKET_ARM_64_NVIDIA, BOTTLEROCKET_x86_64, BOTTLEROCKET_x86_64_FIPS, BOTTLEROCKET_x86_64_NVIDIA, CAPACITY_BLOCK, CUSTOM, Cluster, ConfigUpdate, ControlPlaneScalingConfigUpdate, DeletionProtectionUpdate, DisassociateIdentityProviderConfig, EndpointAccessUpdate, LoggingUpdate, ON_DEMAND, RemoteNetworkConfigUpdate, SPOT, UpgradePolicyUpdate, VersionUpdate, VpcConfigUpdate, WINDOWS_CORE_2019_x86_64, WINDOWS_CORE_2022_x86_64, WINDOWS_FULL_2019_x86_64, WINDOWS_FULL_2022_x86_64, ZonalShiftConfigUpdate",boto3_deps,"equals, in, not_equals",eks.addon_type,Yes
eks,version,string,Yes,"EXTENDED_SUPPORT, STANDARD_SUPPORT, UNSUPPORTED",boto3_deps,"equals, not_equals, contains, in",eks.cluster_version,Yes
eks,versionStatus,string,Yes,"UNSUPPORTED, STANDARD_SUPPORT, EXTENDED_SUPPORT",direct_vars,"equals, not_equals, in, not_in",eks.cluster_version_version_status,Yes
elastic,AutoTuneType,string,Yes,SCHEDULED_ACTION,direct_vars,"equals, not_equals, contains, in",es.auto_tun_auto_tune_type,Yes
elastic,ConfigChangeStatus,string,Yes,"Pending, Initializing, Validating, ValidationFailed, ApplyingChanges, Completed, PendingUserInput, Cancelled",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.change_progress_statu_config_change_status,Yes
elastic,DomainPackageStatus,string,Yes,"ASSOCIATING, ASSOCIATION_FAILED, ACTIVE, DISSOCIATING, DISSOCIATION_FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.domain_package_details_list_domain_package_status,Yes
elastic,DomainProcessingStatus,string,Yes,"Creating, Active, Modifying, UpgradingEngineVersion, UpdatingServiceSoftware, Isolated, Deleting",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.domain_statu_domain_processing_status,Yes
elastic,ElasticsearchInstanceType,string,Yes,"m3.medium.elasticsearch, m3.large.elasticsearch, m3.xlarge.elasticsearch, m3.2xlarge.elasticsearch, m4.large.elasticsearch, m4.xlarge.elasticsearch, m4.2xlarge.elasticsearch, m4.4xlarge.elasticsearch, m4.10xlarge.elasticsearch, m5.large.elasticsearch, m5.xlarge.elasticsearch, m5.2xlarge.elasticsearch, m5.4xlarge.elasticsearch, m5.12xlarge.elasticsearch, r5.large.elasticsearch, r5.xlarge.elasticsearch, r5.2xlarge.elasticsearch, r5.4xlarge.elasticsearch, r5.12xlarge.elasticsearch, c5.large.elasticsearch, c5.xlarge.elasticsearch, c5.2xlarge.elasticsearch, c5.4xlarge.elasticsearch, c5.9xlarge.elasticsearch, c5.18xlarge.elasticsearch, ultrawarm1.medium.elasticsearch, ultrawarm1.large.elasticsearch, t2.micro.elasticsearch, t2.small.elasticsearch, t2.medium.elasticsearch, r3.large.elasticsearch, r3.xlarge.elasticsearch, r3.2xlarge.elasticsearch, r3.4xlarge.elasticsearch, r3.8xlarge.elasticsearch, i2.xlarge.elasticsearch, i2.2xlarge.elasticsearch, d2.xlarge.elasticsearch, d2.2xlarge.elasticsearch, d2.4xlarge.elasticsearch, d2.8xlarge.elasticsearch, c4.large.elasticsearch, c4.xlarge.elasticsearch, c4.2xlarge.elasticsearch, c4.4xlarge.elasticsearch, c4.8xlarge.elasticsearch, r4.large.elasticsearch, r4.xlarge.elasticsearch, r4.2xlarge.elasticsearch, r4.4xlarge.elasticsearch, r4.8xlarge.elasticsearch, r4.16xlarge.elasticsearch, i3.large.elasticsearch, i3.xlarge.elasticsearch, i3.2xlarge.elasticsearch, i3.4xlarge.elasticsearch, i3.8xlarge.elasticsearch, i3.16xlarge.elasticsearch",direct_vars,"equals, not_equals, in, not_in",es.reserved_elasticsearch_instance_offering_elasticsearch_instance_type,Yes
elastic,EngineType,string,Yes,"OpenSearch, Elasticsearch",direct_vars,"equals, not_equals, in, not_in",es.domain_nam_engine_type,Yes
elastic,InitiatedBy,string,Yes,"CUSTOMER, SERVICE",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.change_progress_statu_initiated_by,Yes
elastic,PackageStatus,string,Yes,"COPYING, COPY_FAILED, VALIDATING, VALIDATION_FAILED, AVAILABLE, DELETING, DELETED, DELETE_FAILED",direct_vars,"equals, not_equals, in, not_in",es.package_details_list_package_status,Yes
elastic,PackageType,string,Yes,TXT-DICTIONARY,direct_vars,"equals, not_equals, in, not_in",es.package_details_list_package_type,Yes
elastic,PaymentOption,string,Yes,"ALL_UPFRONT, PARTIAL_UPFRONT, NO_UPFRONT",direct_vars,"equals, not_equals, contains, in",es.reserved_elasticsearch_instance_offering_payment_option,Yes
elastic,PrincipalType,string,Yes,"AWS_ACCOUNT, AWS_SERVICE",direct_vars,"equals, not_equals, contains, in",es.authorized_principal_list_principal_type,Yes
elastic,Status,string,Yes,"CREATING, CREATE_FAILED, ACTIVE, UPDATING, UPDATE_FAILED, DELETING, DELETE_FAILED",direct_vars,"equals, not_equals, in, not_in",es.vpc_endpoint_summary_list_status,Yes
elastic,UpgradeStatus,string,Yes,"IN_PROGRESS, SUCCEEDED, SUCCEEDED_WITH_ISSUES, FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.upgrade_history_upgrade_status,Yes
elasticache,AutomaticFailover,string,Yes,"enabled, disabled, enabling, disabling",direct_vars,"equals, not_equals, contains, in",elasticache.replication_group_automatic_failover,Yes
elasticache,ChangeType,string,Yes,"immediate, requires-reboot",direct_vars,"equals, not_equals, contains, in",elasticache.parameter_change_type,Yes
elasticache,ClusterMode,string,Yes,"enabled, disabled, compatible",direct_vars,"equals, not_equals, in, not_in",elasticache.replication_group_cluster_mode,Yes
elasticache,DataTiering,string,Yes,"enabled, disabled",direct_vars,"equals, not_equals, contains, in",elasticache.replication_group_data_tiering,Yes
elasticache,Date,string,Yes,"available, cancelled, complete, critical, expired, important, in-progress, low, medium, not-applicable, not-applied, scheduled, scheduling, security-update, stopped, stopping, waiting-to-start",boto3_deps,"equals, not_equals, contains, in",elasticache.event_date,Yes
elasticache,IpDiscovery,boolean,Yes,"ipv4, ipv6",direct_vars,"equals, not_equals",elasticache.cache_cluster_ip_discovery,Yes
elasticache,MultiAZ,string,Yes,"enabled, disabled",direct_vars,"equals, not_equals, contains, in",elasticache.replication_group_multi_az,Yes
elasticache,NetworkType,string,Yes,"ipv4, ipv6, dual_stack",direct_vars,"equals, not_equals, in, not_in",elasticache.cache_cluster_network_type,Yes
elasticache,ServiceUpdateSeverity,string,Yes,"critical, important, medium, low",direct_vars,"equals, not_equals, contains, in",elasticache.service_updat_service_update_severity,Yes
elasticache,ServiceUpdateStatus,string,Yes,"available, cancelled, expired",direct_vars,"equals, not_equals, in, not_in",elasticache.service_updat_service_update_status,Yes
elasticache,ServiceUpdateType,string,Yes,security-update,direct_vars,"equals, not_equals, in, not_in",elasticache.service_updat_service_update_type,Yes
elasticache,ServiceUpdates,string,Yes,"available, cancelled, critical, expired, important, low, medium",boto3_deps,"contains, equals, not_equals",elasticache.service_updat_auto_update_after_recommended_apply_by_date,Yes
elasticache,SlaMet,string,Yes,"yes, no, n/a",direct_vars,"equals, not_equals, contains, in",elasticache.update_action_sla_met,Yes
elasticache,Source,string,Yes,"cache-cluster, cache-parameter-group, cache-security-group, cache-subnet-group, replication-group, serverless-cache, serverless-cache-snapshot, user, user-group",boto3_deps,"equals, not_equals, contains, in",elasticache.parameter_source,Yes
elasticache,SourceType,string,Yes,"cache-cluster, cache-parameter-group, cache-security-group, cache-subnet-group, replication-group, serverless-cache, serverless-cache-snapshot, user, user-group",direct_vars,"equals, not_equals, in, not_in",elasticache.event_source_type,Yes
elasticache,Status,string,Yes,"available, cancelled, complete, expired, in-progress, not-applicable, not-applied, scheduled, scheduling, stopped, stopping, waiting-to-start",boto3_deps,"equals, not_equals, in, not_in",elasticache.global_replication_group_status,Yes
elasticache,SupportedNetworkTypes,string,Yes,"dual_stack, ipv4, ipv6",boto3_deps,"equals, not_equals, in, not_in",elasticache.cache_subnet_group_supported_network_types,Yes
elasticache,TransitEncryptionMode,string,Yes,"preferred, required",direct_vars,"equals, not_equals, in, not_in",elasticache.cache_cluster_transit_encryption_mode,Yes
elasticache,UpdateActionStatus,string,Yes,"not-applied, waiting-to-start, in-progress, stopping, stopped, complete, scheduling, scheduled, not-applicable",direct_vars,"equals, not_equals, in, not_in",elasticache.update_action_update_action_status,Yes
elasticache,UpdateActionStatusModifiedDate,string,Yes,"complete, in-progress, not-applicable, not-applied, scheduled, scheduling, stopped, stopping, waiting-to-start",boto3_deps,"equals, not_equals, in, not_in",elasticache.update_action_update_action_status_modified_date,Yes
elasticache,UpdateActions,string,Yes,"complete, in-progress, not-applicable, not-applied, scheduled, scheduling, stopped, stopping, waiting-to-start",boto3_deps,"contains, equals, not_equals",elasticache.update_action_available_date,Yes
elasticbeanstalk,ActionType,string,Yes,"InstanceRefresh, PlatformUpdate, Unknown",direct_vars,"equals, not_equals, in, not_in",elasticbeanstalk.managed_action_history_item_action_type,Yes
elasticbeanstalk,ChangeSeverity,string,Yes,"DEBUG, ERROR, FATAL, INFO, TRACE, WARN",boto3_deps,"equals, not_equals, contains, in",elasticbeanstalk.option_change_severity,Yes
elasticbeanstalk,Deployment,string,Yes,"deployed, failed, pending",boto3_deps,"equals, not_equals, contains, in",elasticbeanstalk.instance_health_list_deployment,Yes
elasticbeanstalk,DeploymentStatus,string,Yes,"deployed, pending, failed",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",elasticbeanstalk.configuration_setting_deployment_status,Yes
elasticbeanstalk,FailureType,string,Yes,"UpdateCancelled, CancellationFailed, RollbackFailed, RollbackSuccessful, InternalFailure, InvalidEnvironmentState, PermissionsError",direct_vars,"equals, not_equals, in, not_in",elasticbeanstalk.managed_action_history_item_failure_type,Yes
elasticbeanstalk,Health,string,Yes,"Green, Yellow, Red, Grey",direct_vars,"contains, equals, not_equals",elasticbeanstalk.environment_health,Yes
elasticbeanstalk,HealthStatus,string,Yes,"NoData, Unknown, Pending, Ok, Info, Warning, Degraded, Severe, Suspended",direct_vars,"contains, equals, not_equals",elasticbeanstalk.environment_health_status,Yes
elasticbeanstalk,InstanceHealthList,boolean,Yes,"Green, Grey, Red, Yellow",boto3_deps,"contains, equals, not_equals",elasticbeanstalk.instance_health_application_metrics,Yes
elasticbeanstalk,InstancesHealth,string,Yes,"Green, Grey, Red, Yellow",boto3_deps,"contains, equals, not_equals",elasticbeanstalk.application_metrics,Yes
elasticbeanstalk,PlatformStatus,string,Yes,"Creating, Failed, Ready, Deleting, Deleted",direct_vars,"equals, not_equals, in, not_in",elasticbeanstalk.platform_description_platform_status,Yes
elasticbeanstalk,Severity,string,Yes,"TRACE, DEBUG, INFO, WARN, ERROR, FATAL",direct_vars,"equals, not_equals, contains, in",elasticbeanstalk.event_severity,Yes
elasticbeanstalk,Status,string,Yes,"Aborting, Launching, Updating, LinkingFrom, LinkingTo, Ready, Terminating, Terminated",direct_vars,"contains, equals, not_equals",elasticbeanstalk.application_version_status,Yes
elasticbeanstalk,Value,string,Yes,"List, Scalar",boto3_deps,"equals, not_equals, contains, in",elasticbeanstalk.resource_tag_value,Yes
elasticbeanstalk,ValueType,string,Yes,"Scalar, List",direct_vars,"equals, not_equals, in, not_in",elasticbeanstalk.option_value_type,Yes
elb,EnablePrefixForIpv6SourceNat,string,Yes,"on, off",direct_vars,"equals, not_equals, contains, in",elbv2.load_balancer_enable_prefix_for_ipv6_source_nat,Yes
elb,HealthCheckProtocol,string,Yes,"HTTP, HTTPS, TCP, TLS, UDP, TCP_UDP, GENEVE, QUIC, TCP_QUIC",direct_vars,"equals, not_equals, contains, in",elbv2.target_group_health_check_protocol,Yes
elb,IpAddressType,string,Yes,"ipv4, dualstack, dualstack-without-public-ipv4",direct_vars,"equals, not_equals, in, not_in",elbv2.load_balancer_ip_address_type,Yes
elb,Protocol,string,Yes,"HTTP, HTTPS, TCP, TLS, UDP, TCP_UDP, GENEVE, QUIC, TCP_QUIC",direct_vars,"equals, not_equals, contains, in",elbv2.listener_protocol,Yes
elb,RevocationType,string,Yes,CRL,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",elbv2.trust_store_revocation_revocation_type,Yes
elb,Scheme,string,Yes,"internet-facing, internal",direct_vars,"equals, not_equals, contains, in",elbv2.load_balancer_scheme,Yes
elb,Status,string,Yes,"ACTIVE, CREATING",direct_vars,"equals, not_equals, in, not_in",elbv2.trust_stor_status,Yes
elb,TargetType,string,Yes,"instance, ip, lambda, alb",direct_vars,"equals, not_equals, in, not_in",elbv2.target_group_target_type,Yes
elb,Type,string,Yes,"application, network, gateway",direct_vars,"equals, not_equals, in, not_in",elbv2.load_balancer_type,Yes
elbv2,EnablePrefixForIpv6SourceNat,string,Yes,"on, off",direct_vars,"equals, not_equals, contains, in",elbv2.load_balancer_enable_prefix_for_ipv6_source_nat,Yes
elbv2,HealthCheckProtocol,string,Yes,"HTTP, HTTPS, TCP, TLS, UDP, TCP_UDP, GENEVE, QUIC, TCP_QUIC",direct_vars,"equals, not_equals, contains, in",elbv2.target_group_health_check_protocol,Yes
elbv2,IpAddressType,string,Yes,"ipv4, dualstack, dualstack-without-public-ipv4",direct_vars,"equals, not_equals, in, not_in",elbv2.load_balancer_ip_address_type,Yes
elbv2,Protocol,string,Yes,"HTTP, HTTPS, TCP, TLS, UDP, TCP_UDP, GENEVE, QUIC, TCP_QUIC",direct_vars,"equals, not_equals, contains, in",elbv2.listener_protocol,Yes
elbv2,ProtocolVersion,string,Yes,"GENEVE, HTTP, HTTPS, QUIC, TCP, TCP_QUIC, TCP_UDP, TLS, UDP",boto3_deps,"equals, not_equals, contains, in",elbv2.target_group_protocol_version,Yes
elbv2,RevocationType,string,Yes,CRL,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",elbv2.trust_store_revocation_revocation_type,Yes
elbv2,Scheme,string,Yes,"internet-facing, internal",direct_vars,"equals, not_equals, contains, in",elbv2.load_balancer_scheme,Yes
elbv2,SslProtocols,string,Yes,"GENEVE, HTTP, HTTPS, QUIC, TCP, TCP_QUIC, TCP_UDP, TLS, UDP",boto3_deps,"equals, not_equals, contains, in",elbv2.ssl_policy_ssl_protocols,Yes
elbv2,Status,string,Yes,"ACTIVE, CREATING",direct_vars,"equals, not_equals, in, not_in",elbv2.trust_stor_status,Yes
elbv2,SupportedLoadBalancerTypes,string,Yes,"application, gateway, network",boto3_deps,"equals, not_equals, in, not_in",elbv2.ssl_policy_supported_load_balancer_types,Yes
elbv2,Target,string,Yes,"alb, instance, ip, lambda",boto3_deps,"equals, not_equals, contains, in",elbv2.target_health_description_target,Yes
elbv2,TargetType,string,Yes,"instance, ip, lambda, alb",direct_vars,"equals, not_equals, in, not_in",elbv2.target_group_target_type,Yes
elbv2,Type,string,Yes,"application, network, gateway",direct_vars,"equals, not_equals, in, not_in",elbv2.load_balancer_type,Yes
