service,resource,rule_id,severity,domain,description
iotevents,detector_model,aws.iotevents.detector_model.tagged,low,compliance_and_governance,"Checks if AWS IoT Events detector models have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotevents,input,aws.iotevents.input.tagged,low,compliance_and_governance,"Checks if AWS IoT Events inputs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotsitewise,asset_model,aws.iotsitewise.asset_model.tagged,low,compliance_and_governance,"Checks if AWS IoT SiteWise asset models have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotsitewise,dashboard,aws.iotsitewise.dashboard.tagged,low,compliance_and_governance,"Checks if AWS IoT SiteWise dashboards have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotsitewise,gateway,aws.iotsitewise.gateway.tagged,low,compliance_and_governance,"Checks if AWS IoT SiteWise gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotsitewise,portal,aws.iotsitewise.portal.tagged,low,compliance_and_governance,"Checks if AWS IoT SiteWise portals have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotsitewise,project,aws.iotsitewise.project.tagged,low,compliance_and_governance,"Checks if AWS IoT SiteWise projects have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iottwinmaker,component_type,aws.iottwinmaker.component_type.tagged,low,compliance_and_governance,"Checks if AWS IoT TwinMaker component types have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iottwinmaker,entity,aws.iottwinmaker.entity.tagged,low,compliance_and_governance,"Checks if AWS IoT TwinMaker entities have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iottwinmaker,scene,aws.iottwinmaker.scene.tagged,low,compliance_and_governance,"Checks if AWS IoT TwinMaker scenes have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iottwinmaker,sync_job,aws.iottwinmaker.sync_job.tagged,low,compliance_and_governance,"Checks if AWS IoT TwinMaker sync jobs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iottwinmaker,workspace,aws.iottwinmaker.workspace.tagged,low,compliance_and_governance,"Checks if AWS IoT TwinMaker workspaces have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotwireless,fuota_task,aws.iotwireless.fuota_task.tagged,low,compliance_and_governance,"Checks if AWS IoT Wireless FUOTA tasks have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotwireless,multicast_group,aws.iotwireless.multicast_group.tagged,low,compliance_and_governance,"Checks if AWS IoT Wireless multicast groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotwireless,service_profile,aws.iotwireless.service_profile.tagged,low,compliance_and_governance,"Checks if AWS IoT Wireless service profiles have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ivs,channel,aws.ivs.channel.playback_authorization_enabled,high,identity_and_access_management,Checks if Amazon IVS channels have playback authorization enabled. The rule is NON_COMPLIANT if configuration.Authorized is false.
ivs,channel,aws.ivs.channel.tagged,low,compliance_and_governance,"Checks if Amazon IVS channels have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ivs,playback_key_pair,aws.ivs.playback_key_pair.tagged,low,compliance_and_governance,"Checks if Amazon IVS playback key pairs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ivs,recording_configuration,aws.ivs.recording_configuration.tagged,low,compliance_and_governance,"Checks if Amazon IVS recording configurations have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
kendra,index,aws.kendra.index.tagged,low,compliance_and_governance,"Checks if AWS Kendra index resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
kinesisvideo,signalingchannel,aws.kinesisvideo.signalingchannel.tagged,low,compliance_and_governance,"Checks if AWS KinesisVideo signaling channel resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. It does not check for tags starting with 'aws:'."
kinesisvideo,stream,aws.kinesisvideo.stream.tagged,low,compliance_and_governance,"Checks if Amazon Kinesis Video Streams streams have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not consider tags starting with 'aws:'."
kms,backing,aws.kms.backing.key_rotation_enabled,high,data_protection_and_privacy,"Checks if AWS Key Management Service (KMS) keys have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
lambda,dlq,aws.lambda.dlq.check,medium,configuration_and_change_management,Checks whether an AWS Lambda function is configured with a dead-letter queue. The rule is NON_COMPLIANT if the Lambda function is not configured with a dead-letter queue.
lightsail,bucket,aws.lightsail.bucket.tagged,low,compliance_and_governance,"Checks if Amazon Lightsail buckets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
lightsail,certificate,aws.lightsail.certificate.tagged,low,compliance_and_governance,"Checks if Amazon Lightsail certificates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
macie,status,aws.macie.status.check,high,threat_detection_and_incident_response,Checks if Amazon Macie is enabled in your account per region. The rule is NON_COMPLIANT if the 'status' attribute is not set to 'ENABLED'.
mediapackage,packagingconfiguration,aws.mediapackage.packagingconfiguration.tagged,low,compliance_and_governance,Checks if AWS Elemental MediaPackage packaging configuration resources have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.
mediatailor,playbackconfiguration,aws.mediatailor.playbackconfiguration.tagged,low,compliance_and_governance,Checks if AWS Elemental MediaTailor playback configurations have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.
memorydb,subnetgroup,aws.memorydb.subnetgroup.tagged,low,compliance_and_governance,"Checks if Amazon MemoryDB subnet group resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
mq,automatic,aws.mq.automatic.minor_version_upgrade_enabled,medium,configuration_and_change_management,Checks if automatic minor version upgrades are enabled for Amazon MQ brokers. The rule is NON_COMPLIANT if the 'AutoMinorVersionUpgrade' field is not enabled for an Amazon MQ broker.
mq,cloudwatch,aws.mq.cloudwatch.audit_log_enabled,high,logging_monitoring_and_alerting,Checks if an Amazon MQ broker has CloudWatch audit logging enabled. The rule is NON_COMPLIANT if the broker does not have audit logging enabled.
mq,supported,aws.mq.supported.version,medium,configuration_and_change_management,Checks if an Amazon MQ ActiveMQ broker is running on a specified minimum supported engine version. The rule is NON_COMPLIANT if the ActiveMQ broker is not running on the minimum supported engine version that you specify.
msk,cluster,aws.msk.cluster.tagged,low,compliance_and_governance,"Checks if Amazon MSK clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
msk,connect,aws.msk.connect.connector_logging_enabled,high,logging_monitoring_and_alerting,Checks if Amazon MSK Connector has logging enabled to any one of the log destinations. The rule is NON_COMPLIANT if Amazon MSK Connector does not have logging enabled.
msk,enhanced,aws.msk.enhanced.monitoring_enabled,medium,logging_monitoring_and_alerting,Checks if enhanced monitoring is enabled for an Amazon MSK cluster set to PER_TOPIC_PER_BROKER or PER_TOPIC_PER_PARTITION. The rule is NON_COMPLIANT if enhanced monitoring is enabled and set to DEFAULT or PER_BROKER.
msk,in,aws.msk.in.cluster_node_require_tls,high,data_protection_and_privacy,Checks if an Amazon MSK cluster enforces encryption in transit using HTTPS (TLS) with the broker nodes of the cluster. The rule is NON_COMPLIANT if plain text communication is enabled for in-cluster broker node connections.
msk,unrestricted,aws.msk.unrestricted.access_check,high,network_security_and_connectivity,Checks if an Amazon MSK Cluster has unauthenticated access disabled. The rule is NON_COMPLIANT if Amazon MSK Cluster has unauthenticated access enabled.
networkfirewall,logging,aws.networkfirewall.logging.enabled,high,logging_monitoring_and_alerting,"Checks if an AWS AppSync API has field level logging enabled. The rule is NON_COMPLIANT if field level logging is not enabled, or if the field logging levels for the AppSync API do not match the values specified in the 'fieldLoggingLevel' parameter."
networkfirewall,multi,aws.networkfirewall.multi.az_enabled,medium,resilience_and_disaster_recovery,Checks if AWS Database Migration Service (DMS) replication instances are configured with multiple Availability Zones. The rule is NON_COMPLIANT if a DMS replication instance is not configured to use multiple Availability Zones.
networkfirewall,policy,aws.networkfirewall.policy.default_action_fragment_packets,high,network_security_and_connectivity,Checks if an AWS Network Firewall policy is configured with a user defined stateless default action for fragmented packets. The rule is NON_COMPLIANT if stateless default action for fragmented packets does not match with user defined default action.
networkfirewall,policy,aws.networkfirewall.policy.default_action_full_packets,high,network_security_and_connectivity,Checks if an AWS Network Firewall policy is configured with a user defined default stateless action for full packets. This rule is NON_COMPLIANT if default stateless action for full packets does not match with user defined default stateless action.
networkfirewall,policy,aws.networkfirewall.policy.rule_group_associated,high,network_security_and_connectivity,Check AWS Network Firewall policy is associated with stateful OR stateless rule groups. This rule is NON_COMPLIANT if no stateful or stateless rule groups are associated with the Network Firewall policy else COMPLIANT if any one of the rule group exists.
networkfirewall,stateless,aws.networkfirewall.stateless.rule_group_not_empty,high,network_security_and_connectivity,Checks if a Stateless Network Firewall Rule Group contains rules. The rule is NON_COMPLIANT if there are no rules in a Stateless Network Firewall Rule Group.
networkfirewall,subnet,aws.networkfirewall.subnet.change_protection_enabled,high,network_security_and_connectivity,Checks if AWS Network Firewall has subnet change protection enabled. The rule is NON_COMPLIANT if subnet change protection is not enabled.
opensearch,in,aws.opensearch.in.vpc_only,high,network_security_and_connectivity,Checks if Amazon OpenSearch Service domains are in an Amazon Virtual Private Cloud (VPC). The rule is NON_COMPLIANT if an OpenSearch Service domain endpoint is public.
opensearch,logs,aws.opensearch.logs.to_cloudwatch,high,logging_monitoring_and_alerting,Checks if Amazon OpenSearch Service domains are configured to send logs to Amazon CloudWatch Logs. The rule is NON_COMPLIANT if logging is not configured.
opensearch,node,aws.opensearch.node.to_node_encryption_check,high,data_protection_and_privacy,Check if Amazon OpenSearch Service nodes are encrypted end to end. The rule is NON_COMPLIANT if the node-to-node encryption is not enabled on the domain
opensearch,update,aws.opensearch.update.check,medium,configuration_and_change_management,Checks if Amazon OpenSearch Service version updates are available but not installed. The rule is NON_COMPLIANT for an OpenSearch domain if the latest software updates are not installed.
opensearchserverless,collection,aws.opensearchserverless.collection.description,medium,configuration_and_change_management,Checks if Amazon OpenSearch Serverless collections have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.
opensearchserverless,collection,aws.opensearchserverless.collection.standbyreplicas_enabled,medium,resilience_and_disaster_recovery,Checks if Amazon OpenSearch Serverless collections have standby replicas enabled. The rule is NON_COMPLIANT if configuration.StandbyReplicas is 'DISABLED'.
panorama,package,aws.panorama.package.tagged,low,compliance_and_governance,"Checks if AWS Panorama package resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
rds,event,aws.rds.event.subscription_tagged,medium,logging_monitoring_and_alerting,"Checks if Amazon RDS event subscriptions have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
rds,last,aws.rds.last.backup_recovery_point_created,medium,resilience_and_disaster_recovery,Checks if a recovery point was created for Amazon Relational Database Service (Amazon RDS). The rule is NON_COMPLIANT if the Amazon RDS instance does not have a corresponding recovery point created within the specified time period.
rds,meets,aws.rds.meets.restore_time_target,medium,resilience_and_disaster_recovery,Checks if the restore time of Amazon Relational Database Service (Amazon RDS) instances meets specified duration. The rule is NON_COMPLIANT if LatestRestoreExecutionTimeMinutes of an Amazon RDS instance is greater than maxRestoreTime minutes.
rds,mysql,aws.rds.mysql.backtracking_enabled,medium,resilience_and_disaster_recovery,Checks if Amazon Aurora MySQL-Compatible Edition clusters are configured to publish audit logs to Amazon CloudWatch Logs. The rule is NON_COMPLIANT if Aurora MySQL-Compatible Edition clusters do not have audit log publishing configured.
rds,option,aws.rds.option.group_tagged,low,compliance_and_governance,"Checks if Amazon RDS option group resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
rds,publish,aws.rds.publish.logs_to_cloudwatch_logs,high,logging_monitoring_and_alerting,Checks if an Amazon PostgreSQL DB instance is configured to publish logs to Amazon CloudWatch Logs. The rule is NON_COMPLIANT if the DB instance is not configured to publish logs to Amazon CloudWatch Logs.
rds,resources,aws.rds.resources.in_logically_air_gapped_vault,medium,resilience_and_disaster_recovery,Checks if Amazon Simple Storage Service (Amazon S3) buckets are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon S3 bucket is not in a logically air-gapped vault within the specified time period.
rds,resources,aws.rds.resources.protected_by_backup_plan,medium,resilience_and_disaster_recovery,Checks if Amazon Relational Database Service (Amazon RDS) instances are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon RDS Database instance is not covered by a backup plan.
redshift,serverless,aws.redshift.serverless.publish_logs_to_cloudwatch,high,logging_monitoring_and_alerting,Checks if Amazon Redshift Serverless Namespace is configured to publish the following logs to Amazon CloudWatch Logs. This rule is NON_COMPLIANT if the Namespace is not configured to publish the following logs to Amazon CloudWatch Logs.
required,tags,aws.required.tags.configured,low,compliance_and_governance,Checks whether your resources have the tags that you specify.
resiliencehub,app,aws.resiliencehub.app.tagged,low,compliance_and_governance,"Checks if AWS Resilience Hub app resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
resiliencehub,resiliencypolicy,aws.resiliencehub.resiliencypolicy.tagged,low,compliance_and_governance,"Checks if AWS Resilience Hub policy resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
route53,control,aws.route53.control.cluster_tagged,low,compliance_and_governance,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
route53,firewall,aws.route53.firewall.domain_list_tagged,high,network_security_and_connectivity,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
route53,firewall,aws.route53.firewall.rule_group_association_tagged,high,network_security_and_connectivity,Checks if Amazon Route 53 Resolver firewall rule group associations have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.
route53,firewall,aws.route53.firewall.rule_group_tagged,high,network_security_and_connectivity,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
route53,readiness,aws.route53.readiness.cell_tagged,low,compliance_and_governance,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
route53,readiness,aws.route53.readiness.readiness_check_tagged,low,compliance_and_governance,Checks if Amazon Route 53 Recovery Readiness readiness checks have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.
route53,readiness,aws.route53.readiness.recovery_group_tagged,low,compliance_and_governance,Checks if Amazon Route 53 Recovery Readiness recovery groups have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.
route53,resolver,aws.route53.resolver.endpoint_tagged,low,compliance_and_governance,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
route53,resolver,aws.route53.resolver.rule_tagged,low,compliance_and_governance,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
rum,monitor,aws.rum.monitor.cloudwatch_logs_enabled,high,logging_monitoring_and_alerting,Checks if Amazon CloudWatch RUM app monitors have CloudWatch logs enabled. The rule is NON_COMPLIANT if configuration.CwLogEnabled is false.
rum,monitor,aws.rum.monitor.tagged,low,compliance_and_governance,"Checks if Amazon CloudWatch RUM app monitors have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
s3,access_point,aws.s3.access_point.in_vpc_only,high,network_security_and_connectivity,Checks if an Amazon S3 access point does not allow access from the internet (NetworkOrigin is VPC). The rule is NON_COMPLIANT if NetworkOrigin is Internet.
s3,bucket,aws.s3.bucket.mfa_delete_enabled,medium,resilience_and_disaster_recovery,Checks if MFA Delete is enabled in the Amazon Simple Storage Service (Amazon S3) bucket versioning configuration. The rule is NON_COMPLIANT if MFA Delete is not enabled.
s3,bucket,aws.s3.bucket.tagged,low,compliance_and_governance,"Checks if Amazon S3 buckets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
s3,event,aws.s3.event.notifications_enabled,medium,logging_monitoring_and_alerting,"Checks if Amazon S3 Events Notifications are enabled on an S3 bucket. The rule is NON_COMPLIANT if S3 Events Notifications are not set on a bucket, or if the event type or destination do not match the eventTypes and destinationArn parameters."
s3,last,aws.s3.last.backup_recovery_point_created,medium,resilience_and_disaster_recovery,Checks if a recovery point was created for Amazon Simple Storage Service (Amazon S3). The rule is NON_COMPLIANT if the Amazon S3 bucket does not have a corresponding recovery point created within the specified time period.
s3,meets,aws.s3.meets.restore_time_target,medium,resilience_and_disaster_recovery,Checks if the restore time of Amazon Simple Storage Service (Amazon S3) buckets meets the specified duration. The rule is NON_COMPLIANT if LatestRestoreExecutionTimeMinutes of an Amazon S3 bucket is greater than maxRestoreTime minutes.
s3,resources,aws.s3.resources.in_logically_air_gapped_vault,medium,resilience_and_disaster_recovery,Checks if Amazon Simple Storage Service (Amazon S3) buckets are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon S3 bucket is not in a logically air-gapped vault within the specified time period.
s3express,dir,aws.s3express.dir.bucket_lifecycle_rules_check,medium,data_protection_and_privacy,Checks if lifecycle rules are configured for an Amazon S3 Express directory bucket. The rule is NON_COMPLIANT if there is no active lifecycle configuration rules or the configuration does not match with the parameter values.
sagemaker,domain,aws.sagemaker.domain.tagged,low,compliance_and_governance,"Checks if Amazon SageMaker domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
sagemaker,inferenceexperiment,aws.sagemaker.inferenceexperiment.tagged,low,compliance_and_governance,"Checks if Amazon SageMaker Inference Experiments have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
secretsmanager,using,aws.secretsmanager.using.cmk,high,data_protection_and_privacy,Checks if all secrets in AWS Secrets Manager are encrypted using the AWS managed key (aws/secretsmanager) or a customer managed key that was created in AWS Key Management Service (AWS KMS). The rule is COMPLIANT if a secret is encrypted using a customer managed key. This rule is NON_COMPLIANT if a secret is encrypted using aws/secretsmanager.
securityhub,enabled,aws.securityhub.enabled.configured,high,threat_detection_and_incident_response,Checks if AWS Security Hub is enabled for an AWS Account. The rule is NON_COMPLIANT if AWS Security Hub is not enabled.
service,catalog,aws.service.catalog.portfolio_tagged,medium,configuration_and_change_management,"Checks if AWS Service Catalog portfolio resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
service,catalog,aws.service.catalog.shared_within_organization,medium,configuration_and_change_management,Checks if AWS Service Catalog shares portfolios to an organization (a collection of AWS accounts treated as a single unit) when integration is enabled with AWS Organizations. The rule is NON_COMPLIANT if the `Type` value of a share is `ACCOUNT`.
ses,malware,aws.ses.malware.scanning_enabled,high,threat_detection_and_incident_response,Checks if malware and spam scanning on receiving messages is enabled for Amazon Simple Email Service (Amazon SES). The rule is NON_COMPLIANT if malware and spam scanning is not enabled.
ses,sending,aws.ses.sending.tls_required,high,data_protection_and_privacy,Checks if Amazon Simple Email Service (SES) Configuration Set has TLS encryption enforced for email delivery. The rule is NON_COMPLIANT if the TLS Policy is not set to 'REQUIRE' in the Configuration Set.
shield,drt,aws.shield.drt.access,high,network_security_and_connectivity,Verify that DDoS response team (DRT) can access AWS account. The rule is NON_COMPLIANT if AWS Shield Advanced is enabled but the role for DRT access is not configured.
signer,signingprofile,aws.signer.signingprofile.tagged,low,compliance_and_governance,"Checks if AWS Signer signing profile resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
stepfunctions,state_machine,aws.stepfunctions.state_machine.logging_enabled,high,logging_monitoring_and_alerting,"Checks if AWS Step Functions state machines have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
stepfunctions,state_machine,aws.stepfunctions.state_machine.tagged,low,compliance_and_governance,"Checks if AWS Step Functions state machines have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
storagegateway,last,aws.storagegateway.last.backup_recovery_point_created,medium,resilience_and_disaster_recovery,Checks if a recovery point was created for AWS Storage Gateway volumes. The rule is NON_COMPLIANT if the Storage Gateway volume does not have a corresponding recovery point created within the specified time period.
storagegateway,resources,aws.storagegateway.resources.in_logically_air_gapped_vault,medium,resilience_and_disaster_recovery,Checks if AWS Storage Gateway volumes are in a logically air-gapped vault. The rule is NON_COMPLIANT if an AWS Storage Gateway volume is not in a logically air-gapped vault within the specified time period.
storagegateway,resources,aws.storagegateway.resources.protected_by_backup_plan,medium,resilience_and_disaster_recovery,Checks if AWS Storage Gateway volumes are protected by a backup plan. The rule is NON_COMPLIANT if the Storage Gateway volume is not covered by a backup plan.
transfer,agreement,aws.transfer.agreement.description,medium,configuration_and_change_management,Checks if AWS Transfer Family agreements have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.
transfer,agreement,aws.transfer.agreement.tagged,low,compliance_and_governance,"Checks if AWS Transfer Family agreements have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
transfer,certificate,aws.transfer.certificate.description,medium,configuration_and_change_management,Checks if AWS Transfer Family certificates have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.
transfer,certificate,aws.transfer.certificate.tagged,low,compliance_and_governance,"Checks if AWS Transfer Family certificates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
transfer,connector,aws.transfer.connector.as2_mdn_signing_algorithm_check,high,data_protection_and_privacy,Checks if AWS Transfer Family AS2 connectors are configured with a specified MDN signing algorithm for MDN responses. The rule is NON_COMPLIANT if configuration.As2Config.MdnSigningAlgorithm is a value not specified in the required rule parameter.
transfer,connector,aws.transfer.connector.as2_signing_algorithm_check,high,data_protection_and_privacy,Checks if AWS Transfer Family AS2 connectors are configured with a signing algorithm. The rule is NON_COMPLIANT if configuration.As2Config.SigningAlgorithm is 'NONE'.
transfer,connector,aws.transfer.connector.logging_enabled,high,logging_monitoring_and_alerting,Checks if AWS Transfer Family Connector publishes logs to Amazon CloudWatch. The rule is NON_COMPLIANT if a Connector does not have a LoggingRole assigned.
transfer,connector,aws.transfer.connector.tagged,low,compliance_and_governance,"Checks if AWS Transfer Family connectors have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
transfer,profile,aws.transfer.profile.tagged,low,compliance_and_governance,"Checks if AWS Transfer Family profiles have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
transfer,workflow,aws.transfer.workflow.description,medium,configuration_and_change_management,Checks if AWS Transfer Family workflows have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.
transfer,workflow,aws.transfer.workflow.tagged,low,compliance_and_governance,"Checks if AWS Transfer Family workflows have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
virtualmachine,last,aws.virtualmachine.last.backup_recovery_point_created,medium,resilience_and_disaster_recovery,Checks if a recovery point was created for AWS Backup-Gateway VirtualMachines. The rule is NON_COMPLIANT if an AWS Backup-Gateway VirtualMachines does not have a corresponding recovery point created within the specified time period.
virtualmachine,resources,aws.virtualmachine.resources.in_logically_air_gapped_vault,medium,resilience_and_disaster_recovery,Checks if AWS Backup-Gateway VirtualMachines are in a logically air-gapped vault. The rule is NON_COMPLIANT if an AWS Backup-Gateway VirtualMachines is not in a logically air-gapped vault within the specified time period.
virtualmachine,resources,aws.virtualmachine.resources.protected_by_backup_plan,medium,resilience_and_disaster_recovery,Checks if AWS Backup-Gateway VirtualMachines are protected by a backup plan. The rule is NON_COMPLIANT if the Backup-Gateway VirtualMachine is not covered by a backup plan.
vpc,auto,aws.vpc.auto.assign_public_ip_disabled,high,network_security_and_connectivity,Checks if Amazon Virtual Private Cloud (Amazon VPC) subnets are configured to automatically assign public IP addresses to instances launched within them.
vpc,common,aws.vpc.common.ports,high,network_security_and_connectivity,Checks if security groups allowing unrestricted incoming traffic ('0.0.0.0/0' or '::/0') only allow inbound TCP or UDP connections on authorized ports. The rule is NON_COMPLIANT if such security groups do not have ports specified in the rule parameters.
